sinopsis	genero
joven solitario clarence celebrando cumpleaños siempre hace viendo películas kun-fú destartalado cine detroit cunado rubia explosiva alabama hace entrada sala derramando palomitas incidente surgirá loca aventura amor llevará dos jóvenes vivir verdadera noche pasión alabama realidad prostituta alquilada mejor amigo clarence regalo cumpleaños dos jóvenes enamoran contraen matrimonio clarence intenta alejar mujer prostitución enfrenta chulo ir recoger pertenencias alabama abrir maleta encuentran considerable cantidad cocaína utilizarán esperanza realizar sueños deseador	Acción
will dormer veterano detective ángeles viaja pequeño pueblo alaska compañero hap investigar asesinato chica 17 años ángeles queda pendiente oscuro asunto incumbe dos vez alaska entran contacto principal sospechoso walter finch novelista ermitaño	Crimen
joven gay intenta irse vivir novio entrometidos padres enteren	Comedia
jimmy markum penn dave boyle tim robbins devine kevin bacon niños crecían juntos peligroso barrio obrero boston pasaban días jugando hockey calle día dave ocurrió marcó siempre vida amigos veinticinco años tarde tragedia vuelve unir asesinato katie emmy rossum hija 19 años jimmy policía asignan caso pendiente jimmy desesperación intentando tomarse justicia mano	Suspense
principios siglo xx narra historia celie adolescente negra catorce años embarazada propio padre hombre despótico cruel partir entonces vida llena dolor humillaciones	Drama
divorciarse esposa catalina aragón hija reyes católicos tía emperador carlos v contraer matrimonio ana bolena enrique viii 1509-1547 trata obtener apoyo aristocracia clero sir thomas moro gran humanista utopía 1516 ferviente católico hombre confianza monarca encuentra encrucijada ¿debe actuar acuerdo conciencia arriesgándose ser tachado traidor ejecutado debe ceder rey ningún reparo adaptar ley necesidades	Drama
lily encuentra tren shanghai antiguo amor capitán harvey largo trayecto rodeados grupo personajes variopinto lleno vicisitudes incluyendo asalto tren grupo rebeldes darán cuenta nunca dejado amarse	Aventura
agente fbi escoltar testigo hawaii ángeles intentar dicho testigo testifique asesino libera cientos serpientes venenosas avión comercial pleno vuelo agente fbi piloto novato tripulación aterrorizada intentarán sobrevivir mortal invasión	Acción
yamamoto yakuza viaja ángeles encontrarse hermano pequeño ken protege financia mediante ingresos criminales llegar allí descubre ken realizando unas operaciones tráfico drogas demasiado futuro yamamoto decide ayudarle mostrándole cómo tomar bajos fondos ángeles estilo mafia japonesa decir usando matones profesionales basen acciones estricto código honor chocará mentalidad criminal norteamericana	Crimen
ponche director helmut weiss basa novela homónima heinrich spoerl hans reimann convertido película alemana culto película cuenta historia escritor johannes pfeiffer infiltra estudiante escuela secundaria después amigos dijeran perdido gran experiencia vida educado casa	Comedia
multimillonario john hammond idea espectacular parque temático isla retirada visitantes puedan observar dinosaurios reales última tecnología desarrollo adn científicos pueden clonar braquiosaurios triceratops velociraptors tiranosaurio rex utilizando ello sangre fosilizada ámbar contenida insectos mordieron hace millones años paleontólogos alan grant ellie sattler ian malcolm visitan parque quedan sorprendidos resultados obtenidos problemático empleado manipula sofisticado sistema seguridad dinosaurios escapan obligando visitantes luchar supervivencia	Aventura
pasado cuatro años devastación parque jurásico dr malcom punto descubrir sobrevivido isla costa rica perteneciente costa cinco muertes dinosaurios viven reproducen libertad trata llamada zona b lugar servía laboratorio genético después john hammond llevara empresa bancarrota sobrino peter tomado riendas dispuesto levantar compañía explotando peligrosa zona	Aventura
doctor alan grant ansioso conseguir fondos financien estudio inteligencia velociraptor acepta oferta pareja millonarios paul amanda kirby sobrevolar isla sorna puerto rico poblada dinosaurios creados genéticamente parque recreativo tras producirse aterrizaje forzoso isla alan descubre kirby buscando hijo adolescente perdido isla tras accidente parapente	Aventura
john brown inocente guardia seguridad sueña ser mejor agente policía mundo accidentalmente camino cruce malvado sanford scolex dado muerto hospital brenda bradford implantará cuerpo 14.000 dispositivos fáciles utilizar brown despierte transformado inspector gadget máquina perfectamente preparada luchar crimen basada serie dibujos animados tv años ochenta efectos especiales stan winston	Acción
rahul joven guapo rico indio canadiense desesperado conseguir familia dejen entrometerse vida privada desean cabeza deje soltería rahul parece decidido ello hermana además tampoco recibe aprobación padres desea casarse joven cantante pop tampoco agrado familiar día rahul desesperado conoce sue bar típica mujer compañía ve solución problemas contratándola haciendo ver realmente novia filmaffinity	Comedia
película consta nueve tramas paralelas lugar valle san fernando angeles niño prodigio presentador concurso televisión ex-niño prodigio moribundo hijo perdido mujer enfermero moribundo historias aparentemente independientes guardan extraña relación magnolia retrato vida americana visto través serie viñetas cómicas conmovedoras	Drama
mientras constructores ferrocarril avanzan imparables desierto arizona camino hacia mar jill llega pequeño pueblo flagstone intención empezar nueva vida	Drama
juan miranda john mallory veterano ira conocen méxico planean trabajar juntos robando bancos día dinamitan creían banco local resulta ser prisión explosión libera revolucionarios presos ambos convierten héroes revolución tiempo después tropas gobierno comandadas coronel gutiérrez comienzan seguirles pasos	Western
parís años sesenta momo adolescente judío resuelto independiente vive padre huraño depresivo barrio popular traba entrañable amistad señor ibrahim anciano musulmán propietario pequeña tienda ultramarinos	Drama
berlín octubre 1989 días caída muro madre alex mujer orgullosa ideas comunistas entra coma despierta ocho meses después hijo hará posible imposible entere viviendo alemania reunificada capitalista objetivo convertir apartamento familiar isla anclada pasado especie museo socialismo madre viva cómodamente creyendo cambiado	Comedia
película dividida historias independientes través cuales jim jarmusch presenta panorama nocturno cinco grandes ciudades angeles nueva york parís roma helsinki taxi ocurre anochecer amanecer mismo día obviamente diferentes personajes hilo conductor	Comedia
joven judío norteamericano wood lanza búsqueda mujer aparece fotografía junto abuelo pequeño pueblo ucrania natal	Comedia
vida vincent sólo volverá tener día asesino mujer detenido vecina alice convencida puede devolverle felicidad decide inventar culpable ficticio vincent pueda vengarse dejar atrás pasado	Crimen
tobi robert stadlober achim kostja ull-mann amigos hace años timonel remero equipo remo celebrado numerosas victorias pasado esperan impaciencia disputar gran regata región trata campamento verano dejado ser niños vuelve serio flirteo achim sandra miriam morgenstern tobi da cuenta sentimientos achim profundos quiere admitir confuso incómodo cada vez excluido lugar equipo femenino berlinés tan esperado llega equipo jóvenes homosexuales hacen gala condición repente tobi compañeros ven obligados replantearse prejuicios miedos quién sabe si deseos secretos medida sube tensión confrontación muchachos parece tan inevitable violenta tormenta amenaza desatarse lago	Comedia
comedia negra relata historia joven buena familia obsesionado muerte punto pasatiempo favorito probar diferentes métodos suicidio obtuvo excelentes críticas	Comedia
vendedor arte marginal viaja chicago carolina norte reunirse nueva familia política desafiando así equilibrio casa clase media sur	Comedia
william harford respetable médico neoyorquino cuya vida parece ir bien casado preciosa mujer hija trabajo gusta día siguiente asistir fiesta esposa alice habla unas fantasías eróticas cómo punto romper matrimonio desconocido abrumado confesión acaba entrando local antiguo compañero habla congregación secreta dedicada hedonismo placer límites partir entonces mundo dominado sexo erotismo abre	Drama
banda forajidos atemorizan habitantes pequeño pueblo saqueándolos periódicamente piedad repeler ataques aldeanos deciden contratar mercenarios finalmente consiguen servicios 7 guerreros 7 samurais dispuestos defenderlos cambio tan solo cobijo comida	Acción
película espíritu documental intenta retratar vida cotidiana berlín 1930 ello utiliza pequeña historia ficción dos hombres dos mujeres pasan jovial jornada domingo ciudad	Drama
regreso tierra nave carga nostromo interrumpe viaje despierta siete tripulantes ordenador central madre detectado misteriosa transmisión forma vida desconocida procedente planeta cercano aparentemente deshabitado nave dirige entonces extraño planeta investigar origen comunicación	Terror
obra maestra trágica poética melodramática griffith historia joven vive barrio londinense limehouse encuentra atrapada ambiente violencia padre rudo malhumorado boxeador aficionado bebida maltrata cesar testigo ello joven noble tendero inmigrante chino enamorará tratará ayudarla darle cobijo	Drama
vertiginoso mundo moda nueva york revista santo grial dirigida puño hierro elegante manicura miranda priestly trabajar temible reto aquel quiera triunfar mundo hacerlo ayudante miranda podría abrirle cualquier puerta andy sachs recientemente graduada chica destaca desaliño dentro pequeño ejército guapísimas redactoras revista andy comprende pronto triunfar negocio va necesitar iniciativa determinación prueba definitiva delante vestida prada pies cabeza	Comedia
pobre vagabundo charles chaplin pasa mil avatares conseguir dinero ayudar pobre chica ciega virginia cherill enamorado	Comedia
plataforma marina perdida niebla malvado krank envejece prematuramente pues carece cualidad esencial facultad soñar razón rapta niños ciudad robarles sueños compañeros infortunio irvin cerebro flota dentro acuario señorita bismuth banda clónicos lado niebla ciudad portuaria encuentra one fuerza naturaleza ingenua extraordinariamente valiente busca hermano pequeño desaparecido	Fantasía
impulsivo luke jackson sido condenado dos años trabajos forzados delito romper plena borrachera poste aparcamiento vida penal durísima convivir presos condenados delitos graves además violencia presos carceleros convertido hábito imposible erradicar luke veterano guerra dispuesto ceder pagar alto precio seguir siendo	Crimen
ibo joven turco segunda generación hamburgo imaginativo gran admirador bruce lee cuyo sueño ser primer director película kung fu alemania debe conformarse rodar spot restaurante kebab tío convierte celebridad barrio embargo vida dará giro radical novia alemana titzi comunica embarazada padres echan casa madre futuro nieto turca además ibo pánico ser padre tener cambiar pañales así titzi deja sólo quedan colegas spots tampoco asuntos cosas marchan excesivamente bien	Comedia
lulú louise brooks mujer ambiciosa moral usa hombres voluntad desinhibida atractiva aprovechamiento encantos conllevará peligros obra mayor expresionismo encumbró louise brooks joya cine mudo adaptó magistralmente obra teatral lulu wedeking	Drama
gillian holroyd kim novak miembro saga hechiceros encuentran tía queenie elsa lanchester hermano nicky jack lemmon enamora locamente famoso editor sheperd henderson james stewart punto contraer matrimonio joven bruja duda utilizar conjuros conseguir sheperd deje prometida rinda encantos sale según previsto después gillian confiesa verdad poderes shepherd indignado pide ayuda extravagante señora pass rompa hechizo tía queenie toma cartas asunto intenta utilizar poderosa magia reunir pareja amor	Comedia
rusia revolución bolchevique 1917 guerra produce convulsión general país dividido medio conflicto asistimos drama íntimo hombre lucha sobrevivir hombre zhivago poeta cirujano marido amante cuya vida trastornada guerra afecta vidas incluida tonya mujer lara mujer enamora	Drama
qing cheng pobre niña huérfana roba comida vestido muertos poder sobrevivir día mientras huye niño robado encuentra diosa hace tentadora propuesta convertirá hermosa princesa tipo riquezas volverá pasar hambre cambio jamás podrá encontrar amor verdadero pues cualquier hombre ame terminará días manera trágica qing cheng piensa demasiado acepta trato conforme años pasan arrepiente decisión tomó pues tal sentenció diosa hombres ama terminan sufriendo desdichas	Fantasía
año 1903 matrimonio smith afincado san luis cuatro preciosas hijas esther diecisiete años enamora vecino acaba instalarse ciudad embargo familia especialmente esther enorme disgusto padre anuncia deben trasladarse vivir nueva york motivos trabajo	Comedia
detective philip marlowe investiga ocurrido cadáver sido rescatado muelle lido familia contratado resolver caso hija atractiva marlowe enamora remisión	Crimen
divertida comedia fields control casi absoluto aparte ser protagonista actor firmó guión curioso seudónimo mahatma kane jeeves realidad trama completamente disparatada casi mera excusa acumular gags personaje egbert sousé especie ego fields menos imagen gran público actor da vida borrachín casualidad detiene atracador bancos partir ahí nace fulgurante carrera detective prácticamente pesar pues incluso intenta participar estafa filmaffinity	Comedia
thomas crown millonario boston hombre hecho mismo aburre vida lleva huir rutina prepara golpe perfecto robar banco marcharse después brasil reúne grupo delincuentes deposita tres millones dólares banco suizo da golpe dejar pistas esclarecer caso ocupará investigadora compañía seguros	Crimen
después haber intentado suicidarse cahit turco-alemán cuarenta años alcohólico toxicómano sido ingresado planta psiquiatría consigue acostumbrarse dormir drogas alcohol sibel guapa chica turca 20 años nacido hamburgo gusta demasiado vida ser buena musulmana intentó suicidarse huir cárcel rejas humanas familia creyente respetuosa tradiciones levantado alrededor vez frustrado suicidio sólo ve posibilidad liberarse familia casarse cahit	Drama
gotham city enfrenta dos nuevos peculiares criminales diabólico siniestro pingüino criatura solitaria extrañamente deformada hermosa seductora letalmente catwoman batman deberá enfrentar pingüino quiere convertirse amo ciudad	Acción
shin-ae jeon do-yeon joven profesora piano acaba quedarse viuda quiere empezar nueva vida hijo jun miryang pueblo natal difunto marido cerca seúl shin-ae abre academia piano busca tierra cultivo preparada afrontar valientemente vida todas expectativas futuro derrumban nuevo tragedia aparece vida filmaffinity	Drama
frank bullit detective policía san francisco ambicioso político encarga proteja fugitivo persigue sindicato crimen chicago embargo bullit puede evitar asesinado partir momento deberá investigar caso minuciosamente hallar clave misterio	Acción
radha nargis ahora anciana mujer recuerda pasado vida casada familia trabajar duro pagar prestamista marido radha raj kumar pierde brazos accidente desatiende familia criar sola niños filmaffinity	Drama
walter davis ejecutivo adicto trabajo dedica tiempo vida privada día necesita acompañante ir cena negocios cliente japonés hermano propone ir acompañado nadia chica nueva ciudad	Comedia
nueva raza vampiros surgido oscuridad acechando sedientos sangre busca nuevas víctimas guerra silenciosa vampiros humanos estallado organización secreta sido designada limpiar mundo amenaza mejores agentes encuentra misteriosa muchacha llamada saya cuyo carácter frío calculador convierten mejor cazadora vampiros	Animación
aspirante campeón carreras rayo mcqueen vía rápida éxito fama soñado error toma desvío inesperado polvorienta solitaria ruta 66 actitud arrogante desvanece llega pequeña comunidad olvidada enseña cosas importantes vida olvidado	Animación
basada historia real después haberse retirado boxeo james braddock decidió volver cuadrilátero años gran depresión poder alimentar familia boxeador talento coraje sacrificio dignidad llevaron cumbre	Romance
william blake decide abandonar puesto contable cleveland ohio después recibir oferta trabajo machine inhóspita ciudad industrial oeste eeuu embargo llega resulta puesto ocupa persona charlie dickinson hijo propietario empresa mata mujer encuentra cama blake vez liquida charlie modo simple contable cleveland convierte fugitivo perseguido tres cazadores recompensas	Drama
epidemia hace resucitar muertos convertidos seres ávidos carne humana extendido llegando punto varias ciudades quedado prácticamente desiertas supervivientes deben refugiarse zonas militares zombies dudan acabar propios familiares continuación clásico horror george romero noche muertos vivientes night of the living dead 1968	Terror
remake clásico horror george romero inexplicable plaga diezmado población planeta convirtiendo muertos horribles zombies continuamente buscan carne sangre humana sobrevivir wisconsin variopinto grupo personas escapado plaga tratan salvar vidas refugiándose centro comercial deben aprender sólo protegerse hordas zombies sino convivir	Terror
barrios humildes brooklyn bedford stuyvesant conviven atropelladamente varias familias raza negra hispanos pareja comerciantes vietnamitas familia italoamericanos pizzeria mookie chico trabaja repartidor pizzas testigo privilegiado personajes hechos cotidianos lugar barrio así tensiones actitudes racistas habitantes	Drama
galaxy quest título serie televisión emitido gran éxito treinta años vez deja emitirse protagonistas dedican pasear antiguos uniformes convenciones programas especiales saben raza alienígena espacio exterior thermians captaban serie creyendo trataba documento histórico lucha perverso roth h'ar sarris deciden secuestrar protagonistas ayuden combatirlo	Comedia
varios jóvenes pequeña localidad habitualmente pesadillas perseguidos hombre deformado fuego usa guante terminado afiladas cuchillas comienzan ser asesinados mientras duermen ser resulta ser asesino padres jóvenes quemaron vivo hace varios años tras descubrir asesinado varios niños	Terror
h.i nicolas cage edwina holly hunter pareja puede tener hijos dispuesta formar familia cueste cueste decide secuestrar bebé familia acaba tener quintillizos	Comedia
año 1929 dos amigos surge gran rivalidad causa amor mujer leo gángster domina ciudad tom lugarteniente enfrentan guerra abierta desencadenará traiciones conflictos políticos corruptelas escisiones internas	Drama
charlie babbitt joven corazón espera recibir considerable herencia tras muerte padre distanciado embargo alguien charlie absoluto cuenta hermano mayor raymond recluido institución medica recibe toda fortuna testamento raymond autista capacidad mental limitada aspectos dotes genio	Drama
pesar john robie gato ladrón joyas reformado convierte principal sospechoso serie robos piedras preciosas lujosos hoteles riviera francesa así remedio demostrar inocencia conoce caprichosa heredera frances ve oportunidad desenmascarar misterioso ladrón utilizando señuelo fabulosas joyas madre joven	Crimen
primer filme producido alemania tras segunda guerra mundial auspicio recién creados estudios defa hombre mujer regresan berlín ruinas mujer susanne wallner superviviente campo concentración pesar horrores sufrido desea reiniciar vida regresar apartamento encuentra hans mertens viviendo ahí médico atormentado memorias rol guerra	Drama
primer largo gus van sant rodado blanco negro cámara 16 mm presupuesto apenas 25.000 dólares walt treintañero gay dueño tienda alimentación enamora johnny joven inmigrante ilegal mexicano heterosexual habla inglés aunque indiferente walt johnny aceptar dormir dinero filmaffinity	Drama
después cumplir cinco años condena tony stephanois sale prisión intención cambiar vida encuentra antigua amante conocido gángster así cosas careciendo recursos económicos queda remedio volver vida pasada reunirse viejos compinches semanas prepara minuciosamente golpe perfecto atraco inaccesible joyería parís	Drama
convencido comunistas contaminando unidos general ordena acceso locura ataque aéreo nuclear sorpresa unión soviética ayudante capitán mandrake trata encontrar fórmula impedir bombardeo parte presidente ee.uu pone contacto moscú convencer gobierno soviético ataque estúpido error mientras asesor estadounidense antiguo científico nazi doctor strangelove confirma existencia máquina juicio final dispositivo represalia soviético capaz acabar humanidad siempre	Drama
seductora princesa dala claudia cardinale llega preciosa pantera rosa magnífica joya forma felino lujoso hotel conoce elegante amable sir charles david niven bajo cuya inofensiva apariencia oculta embargo despiadado ladrón profesional conocido fantasma impedir astuto delincuente salga encarga inspector torpe policía francesa menos famoso jacques clouseau peter sellers	Comedia
submarino alemán segunda guerra mundial escenario grupo jóvenes soldados dispuesto defender patria someterse dura convivencia tras descubrir sido enviados realizar misión probablemente suicida	Drama
enfrentamiento duro policía inteligente atracador tenso secuestro rehenes banco manhattan según desarrolla peligroso juego gato ratón aparece tercera persona sido contratada influyente propietario banco trata madaline poderosa bróker agenda secreta	Crimen
tras escuchar testimonios valorar pruebas presentadas jurado popular compuesto doce hombres decidir unanimidad si absuelve condena muerte joven acusado haber matado padre principio once completamente convencidos culpabilidad inclinan condena discrepa empieza plantear dudas razonables van resquebrajando inicial seguridad demás	Drama
homenaje wim wender lisboa cine ingeniero sonido recibe postal amigo momento rodando película lisboa deberá atravesar europa encontrarlo prestarle ayuda	Drama
tras muerte juárez méxico dominan injusticia terror joe pistolero vagabundo llega pueblo fronterizo san miguel dos familias disputan control territorio entra servicio clan rojo noche joe testigo intercambio oro armas mexicanos soldados unión	Western
lansquenet pueblo francés tradicional cambiado últimos cien años viento norte lleva consigo dos forasteras vianne rocher hija anouk vianne inaugura chocolatería repleta dulces capaces despertar ocultos apetitos habitantes pueblo posee además don especial permite percibir deseos demás satisfacerlos dulce exacto	Comedia
tras eliminar miembros banda intentó asesinarla día boda mamba negra prosigue venganza intenta acabar resto banda especial antiguo jefe bill dio muerta dejándola coma	Acción
pareja policías formada martin riggs roger murtaugh vuelve carga enfrentarse capo mafia asiática extendido actividades angeles investigación ayudará joven policía responsable quebraderos cabeza familiares murtaugh dejado embarazada hija casa riggs cosas complican compañera espera hijo amenaza hacerle pasar altar	Acción
descubrimiento antigua pirámide enterrada bajo hielos antártida hace acudir continente helado equipo científicos aventureros vez allí hacen descubrimiento aún aterrador dos razas extraterrestres guerra gane gane perdemos increíble terrorífica aventura comienza millonario industrial charles bishop weyland reúne equipo internacional arqueólogos científicos expertos seguridad dirigidos especialista medioambiente aventurera alexa lex woods investigar unas misteriosas emanaciones calor surgen profundidades antártida	Aventura
george martha matrimonio profesa odio salvaje ambos personalidades autodestructivas conocen perfectamente debilidades saben cómo exasperarlo george profesor historia alcohólico martha hija director universidad george da clases mujer frustrada vulnerable sábado noche después fiesta invitan casa nuevo profesor esposa presencia pareja evita martha george humillen maltraten costumbre través cruel juego sale relucir verdad anfitriones invitados	Drama
kate chica convencional sueña casarse novio charlie ser feliz siempre problema charlie enamora juliette bella francesa viaje negocios parís dispuesta recuperarlo kate vuela capital francesa avión conoce luc ladrón parece tener común situación kate complica aduana luc mete dé cuenta collar robado bolso saber cómo kate ve viajando toda francia descubriendo junto luc encanto país	Comedia
capote película escritor truman capote investigación realizar escribir sangre fría libro basado hechos reales philip seymour hoffman ganó oscar mejor actor interpretación truman capote	Crimen
neil mccauley experto ladrón filosofía consiste vivir ataduras puedan constituir obstáculo si cosas complican banda forman criminales profesionales tan cualificados pueden impresionar incluso detective vincent hanna hannah vive tan obsesionado trabajo llega incluso poner peligro relación sentimental banda mccauley prepara golpe definitivo equipo hannah intenta evitarlo cada comprende vérselas mentes brillantes enfrentado carrera	Acción
jimmy gángster retirado apodado santo nunca mató hombre palabras elegancia armas jimmy vive existencia tranquila ciudad denver buen día recibe visita antiguo jefe éste apodado hombre plan propone último trabajo dar susto chico mantiene relaciones ex-novia hijo llevar cabo tarea jimmy reúne viejos compinches pierde nervios cosa acaba mal	Drama
andrew largeman braff vuelve casa natal nueva jersey después diez años ausencia asistir funeral madre allí rememora pasado conoce chica samantha portman quizá pueda cambiar vida largeman acaba dejar antidepresivos tomando años comienza redescubrirse mismo incluye enfrentarse padre psicólogo ayudar samantha superar propios problemas pisicológicos	Comedia
antiguo cantante rock sido brutalmente asesinado última vez vio acompañado novia comisaría departamento asuntos internos nick curran recibe encargo vigilar catherine tromell supuesta novia asesina	Suspense
miss daisy jessica tandy antipática profesora jubilada 72 años decide comprarse coche hijo dan aykroyd temiendo posible caos circulatorio peor aún accidente contrata chófer negro morgan freeman conduzca vehículo principio anciana tranquilo conductor llevan demasiado bien	Drama
alvin straight richard farnsworth achacoso anciano vive iowa hija discapacitada sissy spacek además sufrir enfisema pérdida visión graves problemas cadera casi impiden permanecer pie recibe noticia hermano lyle stanton enemistado hace diez años sufrido infarto pesar precario salud decide ir verlo wisconsin ello recorrer 500 kilometros hace único medio transporte dispone máquina cortacésped	Drama
zampanó artista ambulante enviuda compra gelsomina hermana mujer madre chica oponga menor resistencia pese carácter violento agresivo zampanó muchacha atraída estilo vida nómada siempre calle strada italiano dueño incluye espectáculo aunque varios pintorescos personajes va conociendo deambular proponen gelsomina mantendrá fiel zampanó últimas consecuencias	Drama
tras caótica noche disturbios suburbio marginal parís tres jóvenes amigos vinz hubert saïd deambulan desocupados esperando noticias salud amigo común resultado gravemente herido enfrentarse policía	Drama
hamburgo crecieron juntos hicieron amigos gabriel turco bobby serbio costa griego tiempo formaron pandilla pequeños delincuentes embargo gabriel encarcelado decidió cambiar vida salir empezó trabajar empresa hermano bobby cambio relaciona mafia albanesa costa continúa robando coches sueño gabriel abrir cafetería idea apoya alice novia bobby problemas surgen ésta pide bobby aleje bajos fondos gabriel intenta persuadirlo único consigue recibir brutal paliza embargo inesperadamente situación dará vuelco	Crimen
malvada madrastra princesa blancanieves decide deshacerse puede soportar belleza joven superior embargo blancanieves consigue salvarse refugia cabaña siete enanitos pesar cruel madrastra consigue encontrarla envenena manzana princesa muerta sólo dormida espera príncipe azul rescate	Fantasía
finales segunda guerra mundial hombre herido viaja caravana carretera italia tan grave quedar monasterio deshabitado semiderruido encarga cuidarlo hana enfermera canadiense cuerpo totalmente quemado consecuencia accidente sufrido áfrica todavía tiempo contarle trágica historia vida	Drama
verano berlín katrin nike dos amigas viven casa antigua berlín piso nike balcón pasa noches enteras charlando katrin vive hijo planta baja suspendidas cielo tierra instalan balcón observan existencia diversa compleja hombres reflexionando acerca propias vidas deseos	Comedia
historia narra aventuras cuatro hermanos lucy edmund susan peter segunda guerra mundial descubren mundo narnia acceden través armario mágico mientras juegan escondite casa campo viejo profesor narnia descubrirán mundo increíble habitado animales hablan duendes faunos centauros gigantes bruja condenado invierno eterno ayuda león aslan noble soberano niños lucharán vencer poder bruja blanca ejerce narnia espectacular batalla conseguir así liberarle maldición frío	Aventura
aventuras solitario buscador oro alaska topa varios personajes rudos enamora hermosa georgia trata conquistar	Aventura
detective privado abordado misteriosa mujer dice amenazada perseguidor hombre encargado protección aparecen muertos parece girar alrededor estatua halcón valor incalculable	Misterio
ciudad gotham amenazada nuevo vez trata maligna pareja compuesta dos caras enigma procurarán alterar paz conciudadanos mundo entero siempre motivo bruce wayne deberá enfundarse vez traje batman luchar vez solo acompañado joven robin	Acción
experimentos criogenia convertido victor fries malvado mr freeze villano necesita mantener cuerpo temperaturas gélidas ello intentará congelar habitantes ciudad gotham lado tímida botánica pamela isley transformará transcurso experimento terrible hiedra venenosa querrá asesinar seres humanos tierra plantas recuperen hegemonía planeta motivo batman robin deberán enfrentarse detener siniestros planes	Acción
bandidos atacan arrasan cada año tierras granjeros varios deciden buscar hombres puedan defenderles conseguirán reunir siete hombres cada cuales presume característica especial	Western
hacia año 75 cristo esclavo llamado espartaco vendido escuela gladiadores adiestran combatir arena circos romanos pronto espartaco lidera rebelión maltrato sufrido	Historia
delincuentes poca monta deciden atracar sucursal banco brooklyn embargo debido inexperiencia robo sido planeado ser ejecutado apenas diez minutos convierte trampa atracadores espectáculo televisión directo	Crimen
nicholas joven dentista vive vida tranquila mujer insoportable acogedora casa lado montreal mundo nicholas sufrirá revolución aparece nuevo vecino jimmy tulipán temido reputado asesino sueldo después delatar prisión jefe capo mafioso yanni gogolack intenta ahora empezar nueva tranquila vida montreal suburbano embargo intrigante esposa nicholas acaba plumazo sueño obliga éste volar chicago avisar mafia jimmy montreal cobrar así recompensa chivato nicholas haría cualquier cosa alejarse mujer accede llevar cabo plan creyendo quizás así podrá reunir dinero suficiente abandonarla desaparecer	Comedia
cuatro historias giran torno matrimonio adulterio infidelidad infinitas combinaciones dichas posibilidades filmaffinity	Comedia
tras preparar plan vengar muerte colega manos mítico tiburón blanco oceanógrafo steve zissou bill murray recluta tripulación incluye esposa anjelica huston periodista cate blanchett joven podría ser hijo owen wilson	Aventura
después obtener éxito rotundo director cine atraviesa crisis creatividad intenta inútilmente hacer nueva película situación empieza pasar revista hechos importantes vida recordar todas mujeres amado	Fantasía
varsovia 1939 pianista polaco origen judío wladyslaw szpilman adrien brody interpreta tema chopin radio nacional polonia mientras aviación alemana bombardea capital régimen nazi invadido país hace países invadidos lleva cabo misma política respecto judíos así szpilman toda familia padres hermano dos ven obligados dejar casa pertenece trasladarse miles personas origen judío ghetto varsovia mientras wladyslaw trabaja pianista restaurante propiedad judío colabora nazis hermano henryk ed stoppard prefiere luchar nazis tres años tarde habitantes ghetto trasladados trenes hacia campos concentración	Drama
oskar schindler hombre enorme astucia talento relaciones públicas organiza ambicioso plan ganarse simpatía nazis después invasión polonia alemanes consigue gracias relaciones nazis propiedad fábrica cracovia allí emplea cientos operarios judíos cuya explotación hace prosperar rápidamente gerente judío verdadero director sombra pues schindler menor conocimiento industrial	Drama
hace años tantos 20.000 pequeña ardirata nombre scrat quería esconder bellota hielo hace provocar semicatástrofe provoca animales migren hacia sur hacia tierras cálidas bueno dice lleva contraria trata mamut manfred auténtico lobo solitario vagabundo soberbio va hacia norte sólo demás yendo hacia sur	Animación
scottie fergusson detective policía san francisco padece vértigo compañero cae vacío cornisa mientras persiguen delincuente scottie decide retirarse gavin elster viejo amigo colegio contrata vigile esposa madeleine bella mujer obsesionada pasado	Misterio
barrio moderno anódino excesivamente organizado viven monsieur arpel esposa hijo gérard aburre soberanamente llegada tío monsieur hulot personaje soñador lleno fantasía alterará mundo tan aséptico tarda convertirse mejor amigo sobrino	Comedia
cuarenta años miriam guapa confianza seguridad tan amplia mar linda casa verano ningún tabú vida comparte andré novio hijo 15 años nils comprensión tolerancia nils invita novia doce años livia pasar vacaciones ningún problema descarada sensual livia empieza flirtear bill hombre mayor miriam decide acabar relación dudosa	Drama
guerra secesión tres cazadores recompensas lanzan búsqueda tesoro ninguno tres truhanes puede localizar ayuda dos tuco sabe tesoro encuentra cementerio mientras joe conoce nombre inscrito tumba esconde mientras sentenza duda matar mujeres niños conseguir meta forma tres hombres colaboran apariencia final intentarán eliminarse mutuamente	Western
c.r macnamara alto directivo destinado berlín occidental recibe encargo cuidar hija jefe visitas macnamara entera chica escapado contraído matrimonio exaltado joven comunista jefe vuelta tan solo veinticuatro horas queda remedio transformar reacio revolucionario yerno digno contrario puede despedirse ascenso menos tarda decir dos tres planes escapan manos provocan incidente internacional capaz enfadar rusos alemanes peor propia esposa mosca detrás oreja	Comedia
seis personas desconocidas despiertan día encuentran atrapadas prisión extraña surrealista laberinto fin habitaciones cúbicas dotadas trampas mortales policía ladrón profesional prodigioso estudiante matemáticas joven autista mezcla caprichosa personalidades exenta perversión ninguno sabe porqué cómo llegado allí porqué preso enseguida surgirá obsesión grupo huir planificar salida tan horrible cárcel mientras varias preguntas respuestas ¿quién podido crear diabólico laberinto ¿quién encerrado objetivo	Suspense
