sinopsis	genero
tras secuestr madr dos fri profesional crim ven violenci	Acción
bas famos mism nombr agent contrat misteri conoc mat diner cazador pres tras cambi asesin tod europ mientr intent averigu tramp	Acción
tony maquin plan espos har final acus asesinat ayud inspector polic ayud resolv misteri crim	Crimen
jov director cin ningun vest muj poc oportun hac pelicul gran estudi embarg convert director famos tras reun grup personaj realiz pelicul baj excentr cuid	Comedia
años ciud sur alemani viv muchach cri famili profund padr madr fri pes llev años libr dur batall dese sal cas ir univers vez alli libert primer vez amor amist hac romp famili baj siempr segur proteg bas mism personaj histori filmaffinity	Drama
veg sam profesional apuest director import casin pertenec grup mafios mision control negoci diner va par man jef sig veg lug millonari polit lug pas trafic drog maton dia violent jef encarg cuid sam lleg veg intencion qued	Crimen
tras pas años carcel rob man armad puest libert buen comport sal prision vest mism form negr oscur puert esper herman vest ident maner ahor unic conoc peligr sant necesit gran diner herman pon man obra	Música
epoc aventur relat venganz consecuent traicion imped amor fuerz mal lanz parej terribl convert dia noch unid encontr ali person ayud	Aventura
nuev famili guerrer viv suburbi gran ciud situacion person raz blanc vid famili problem alcohol delincuent medi	Drama
conoc jul jim convirt dos amig dia enamor mism muj final cas obra capital cin frances sesent hermos amor pasion	Drama
año relat cambi mund grup estudi frances par veran poc intent principi romp burgues part comun nombr comun grup estudi frances empiez pregunt mund cambi aunqu consider terror posibl	Comedia
wallac perr disfrut dia	Animación
nuev aventur wallac mod acab sal car esper despues conoc cas aparent	Animación
famili martin siempr pasion corr ven cabez famili ve camin jov talent hij herman mayor ahor junt deb regres carrer mientr intent escap propi aprend dur pued lleg ser ser famili	Familia
acerc concurs puebl wallac dos amig hac invent form control intent preci pront enorm misteri empiez aterroriz atac noch organiz concurs absolut desesper encarg captur terribl criatur salv concurs victor decid mat tir convert hero local consegu cas ric hereder concurs jueg dej victor criatur verdader intencion cazador pued ten grav consecuent	Aventura
nuev entreg tras dia final john connor hombr destin resistent human ejercit futur connor cre ve alter part extrañ cuy ultim recuerd hab muert hab padr john connor deb decid si sid envi futur rescat pas carrer mientr resistent prep ataqu final corazon centr oper	Acción
alex jov sueñ lleg ser pod viv ademas pag clas bail dia trabaj noch bail nocturn	Drama
llen buen intencion hor hac amig enamor compañer trabaj sab desesper conquist vend cambi siet dese	Fantasía
agent años hac tiemp vid dia decid aprend bail	Romance
pequeñ cost nuev cre unic cuy existent mil años atras nombr escap muert tras mont segun tradicion jef ser niñ once años cre destin ser autor ello aunqu abuel enfrent mil años tradicion	Drama
jov tras comet rob march ciud conduc hor par pequeñ jov llam norm parec tranquil cas lad viv norm madr mientr jov asesin salvaj	Terror
histori grup agent secret atract jef grup criminal vuelt unid grup espi form chic sig pist agent import bell desaparec misteri tras enfrent car car delincuent comienz busc sospech quier ser rescat	Acción
jueg interpret frank tras pas buen carcel regres cas chicag junt muj firm proposit dej atras pas criminal result facil esper viej trat medi regres antigu habit	Drama
jov sacerdot sal conviert padr pequeñ puebl segu puest mantien relacion muj dud hac trat consegu diner padr intent huir comport superior pon prueb carrer sacerdot tras conoc muchach hermos ciud	Drama
londr frank detectiv ocup parec trabaj alic novi alic acept sal eleg artist educ maner invit visit lujos apartament	Drama
viv años vid razon desgraci famos chic des fin consig ten cit fiest desgraci accident plan ahor parec oportun	Romance
tranquil local dos joven viol salvaj niñ negr diez años mayor blanc ciud tan crim carl lee padr niñ armad asalt decid tom man mat hij mientr tension va call jov blanc har posibl salv vid carl lee proteg	Crimen
vid oper experiment gir averigu hombr hij adolescent dedic call nuev york	Drama
amig sal dar caball sufr terribl accident ser caball mientr result her intent desesper recuper accident convert caball salvaj madr decid ir ver tom especial habl cur caball	Aventura
sigl baj puert sacerdot tres band acus hab dad muert señor viol espos detall crim narr punt vist band muj señor ayud unic testig hech	Crimen
pas ser jov desconoc convert famos mundial comienz años andy artist epoc import priv mientr enfrent espectacul fam mund drog artist mur años	Drama
